TICKER;Date;Open;High;Low;Close;Adj Close;Volume;H-L;C-O;7 DAYS MA;14 DAYS MA;21 DAYS MA;7 DAYS STD DEV;NEXT DAY CLOSE
TLKM.JK;04/02/19;3890;3890;3780;3780;3258.503418;70070500;110;-110;3855.714286;3919.285714;3875.714286;38.23486317;3780
TLKM.JK;05/02/19;3780;3780;3780;3780;3258.503418;0;0;0;3844.285714;3908.571429;3879.047619;47.55948656;3860
TLKM.JK;06/02/19;3820;3870;3820;3860;3327.466553;72180200;50;40;3830;3893.571429;3879.52381;50;3860
TLKM.JK;07/02/19;3890;3890;3830;3860;3327.466553;39141500;60;-30;3841.428571;3884.285714;3882.380952;45.61745698;3850
TLKM.JK;08/02/19;3810;3850;3810;3850;3318.845947;32131700;40;40;3844.285714;3872.857143;3888.571429;46.13644361;3930
TLKM.JK;11/02/19;3870;3940;3860;3930;3387.809326;88628900;80;60;3842.857143;3860;3890.952381;45.72172559;3820
TLKM.JK;12/02/19;3900;3910;3800;3820;3292.985107;92427800;110;-80;3847.142857;3855;3894.285714;52.82495803;3790
TLKM.JK;13/02/19;3840;3850;3780;3790;3267.124023;113161100;70;-50;3840;3847.857143;3892.857143;52.59911279;3740
TLKM.JK;14/02/19;3790;3810;3740;3740;3224.021973;76939400;70;-50;3841.428571;3842.857143;3886.190476;50.80307452;3790
TLKM.JK;15/02/19;3770;3800;3730;3790;3267.124023;67812600;70;20;3835.714286;3832.857143;3874.285714;60.23762469;3900
TLKM.JK;18/02/19;3830;3920;3830;3900;3361.947998;80275800;90;70;3825.714286;3833.571429;3864.761905;61.33436852;3920
TLKM.JK;19/02/19;3930;3940;3900;3920;3379.188721;82962700;40;-10;3831.428571;3837.857143;3859.047619;66.69047194;3870
TLKM.JK;20/02/19;3940;3940;3830;3870;3336.08667;87933000;110;-70;3841.428571;3842.142857;3853.809524;74.70577207;3870
TLKM.JK;21/02/19;3870;3890;3860;3870;3336.08667;48031100;30;0;3832.857143;3840;3847.619048;65.75568054;3840
TLKM.JK;22/02/19;3870;3870;3820;3840;3310.22583;61392700;50;-30;3840;3840;3845.238095;66.83312552;3910
TLKM.JK;25/02/19;3900;3920;3850;3910;3370.568115;53792400;70;10;3847.142857;3844.285714;3844.285714;63.17021601;3930
TLKM.JK;26/02/19;3920;3930;3880;3930;3387.809326;49657300;50;10;3871.428571;3853.571429;3845.714286;45.25062483;3910
TLKM.JK;27/02/19;3900;3940;3890;3910;3370.568115;48788200;50;10;3891.428571;3858.571429;3852.857143;32.36694375;3860
TLKM.JK;28/02/19;3880;3900;3840;3860;3327.466553;161156000;60;-20;3892.857143;3862.142857;3856.190476;33.02235895;3910
TLKM.JK;01/03/19;3890;3920;3880;3910;3370.568115;49810100;40;20;3884.285714;3862.857143;3856.190476;32.58688021;3850
TLKM.JK;04/03/19;3910;3910;3850;3850;3318.845947;32250500;60;-60;3890;3861.428571;3856.666667;33.1662479;3870
TLKM.JK;05/03/19;3890;3890;3820;3870;3336.08667;41171000;70;-20;3887.142857;3863.571429;3855.714286;35.9231985;3820
