TICKER,Date,Open,High,Low,Close,Adj Close,Volume,H-L,C-O,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,Next Day Close
EXCL.JK,2019-02-15,2050,2440,2050,2340,2247.204102,211910100,390,290,2117.142857,2116.428571,2170.47619,70.64330252,2530
EXCL.JK,2019-02-18,2360,2580,2360,2530,2429.669922,95862900,220,170,2137.142857,2131.428571,2172.380952,107.9682493,2610
EXCL.JK,2019-02-19,2560,2660,2510,2610,2506.496826,59416800,150,50,2188.571429,2165,2183.809524,184.7005298,2620
EXCL.JK,2019-02-20,2670,2670,2550,2620,2516.100586,30943600,120,-50,2250,2200.714286,2200.952381,243.5159132,2650
EXCL.JK,2019-02-21,2600,2680,2570,2650,2544.910645,16555400,110,50,2320,2232.857143,2217.619048,272.0294102,2640
EXCL.JK,2019-02-22,2650,2650,2570,2640,2535.307373,14537900,80,-10,2402.857143,2272.142857,2233.333333,271.5212874,2590
EXCL.JK,2019-02-25,2620,2620,2580,2590,2487.290283,11932100,40,-30,2491.428571,2309.285714,2248.095238,222.5180571,2500
EXCL.JK,2019-02-26,2560,2570,2410,2500,2400.859375,31258600,160,-60,2568.571429,2342.857143,2267.142857,108.2325539,2400
EXCL.JK,2019-02-27,2500,2530,2360,2400,2304.824951,22082600,170,-100,2591.428571,2364.285714,2284.761905,56.39993246,2400
EXCL.JK,2019-02-28,2400,2440,2330,2400,2304.824951,28718100,110,0,2572.857143,2380.714286,2300.952381,90.86882225,2490
EXCL.JK,2019-03-01,2410,2530,2390,2490,2391.256104,23691300,140,80,2542.857143,2396.428571,2314.761905,109.3487213,2450
EXCL.JK,2019-03-04,2510,2530,2420,2450,2352.842285,9909200,110,-60,2524.285714,2422.142857,2330,105.0170054,2400
EXCL.JK,2019-03-05,2450,2450,2380,2400,2304.824951,14575000,70,-50,2495.714286,2449.285714,2346.666667,91.44345117,2420
EXCL.JK,2019-03-06,2400,2430,2400,2420,2324.031738,3207900,30,20,2461.428571,2476.428571,2360,71.04659772,2420
EXCL.JK,2019-03-07,2420,2420,2420,2420,2324.031738,0,0,0,2437.142857,2502.857143,2374.285714,43.4796066,2350
EXCL.JK,2019-03-08,2410,2430,2310,2350,2256.807861,20327500,120,-60,2425.714286,2508.571429,2384.761905,33.59421719,2400
EXCL.JK,2019-03-11,2390,2450,2360,2400,2304.824951,11314900,90,10,2418.571429,2495.714286,2393.333333,43.75255095,2460
EXCL.JK,2019-03-12,2420,2480,2390,2460,2362.445557,11946700,90,40,2418.571429,2480.714286,2403.809524,43.75255095,2620
EXCL.JK,2019-03-13,2520,2670,2480,2620,2516.100586,35771200,190,100,2414.285714,2469.285714,2419.52381,36.44957378,2560
EXCL.JK,2019-03-14,2550,2580,2500,2560,2458.47998,8467900,80,10,2438.571429,2467.142857,2445.714286,86.49249899,2590
EXCL.JK,2019-03-15,2520,2630,2520,2590,2487.290283,12313300,110,70,2461.428571,2461.428571,2471.428571,95.29403119,2700
EXCL.JK,2019-03-18,2580,2720,2570,2700,2592.927979,21103300,150,120,2485.714286,2461.428571,2497.142857,104.2204623,2650
EXCL.JK,2019-03-19,2700,2730,2610,2650,2544.910645,10211800,120,-50,2525.714286,2475.714286,2514.285714,126.2084444,2700
EXCL.JK,2019-03-20,2650,2720,2610,2700,2592.927979,13744500,110,50,2568.571429,2493.571429,2520,105.8975246,2680
EXCL.JK,2019-03-21,2730,2760,2670,2680,2573.721191,10669000,90,-50,2611.428571,2515,2524.285714,84.93695141,2660
EXCL.JK,2019-03-22,2700,2720,2650,2660,2554.514404,2572000,70,-40,2642.857143,2528.571429,2527.142857,54.98917642,2590
EXCL.JK,2019-03-25,2660,2670,2550,2590,2487.290283,8303100,120,-70,2648.571429,2543.571429,2527.619048,54.29197959,2680
EXCL.JK,2019-03-26,2580,2700,2580,2680,2573.721191,8179200,120,100,2652.857143,2557.142857,2525.238095,46.80252333,2680
EXCL.JK,2019-03-27,2690,2710,2610,2680,2573.721191,5639200,100,-10,2665.714286,2575.714286,2529.52381,38.23486317,2680
EXCL.JK,2019-03-28,2700,2700,2610,2680,2573.721191,6086000,90,-20,2662.857143,2594.285714,2538.095238,35.9231985,2680
EXCL.JK,2019-03-29,2680,2700,2620,2680,2573.721191,2525300,80,0,2667.142857,2617.857143,2551.428571,35.9231985,2710
EXCL.JK,2019-04-01,2700,2750,2620,2710,2602.531494,8439600,130,10,2664.285714,2637.857143,2564.761905,33.59421719,2680
EXCL.JK,2019-04-02,2730,2730,2650,2680,2573.721191,4412800,80,-50,2668.571429,2655.714286,2575.238095,37.60699023,2680
EXCL.JK,2019-04-03,2680,2680,2680,2680,2573.721191,0,0,0,2671.428571,2660,2586.190476,37.60699023,2630
EXCL.JK,2019-04-04,2670,2700,2620,2630,2525.704102,4286200,80,-40,2684.285714,2668.571429,2599.52381,11.33893419,2640
EXCL.JK,2019-04-05,2640,2660,2570,2640,2535.307373,5133300,90,0,2677.142857,2671.428571,2609.52381,23.60387377,2530
